"Folkemengde og endringer, etter region, tid og statistikkvariabel"

"Endret navn fra Herlø i 1917."

"Endret navn fra Bø 13.3.1925."

"1. januar 2008 ble kommunene 1503 Kristiansund og 1556 Frei slått "
"sammen til ny kommune 1505 Kristiansund."

"1. januar 2008 ble kommunene 1503 Kristiansund og 1556 Frei slått "
"sammen til ny kommune 1505 Kristiansund."

"Ved grenseregulering 1. januar 2002 ble ca. 380 personer overført fra "
"1514 Sande kommune til 1511 Vanylven kommune."

"Ved grenseregulering 1. januar 2002 ble ca. 380 personer overført fra "
"1514 Sande kommune til 1511 Vanylven kommune."

"Endret navn fra Sylte 28.4.1922."

"1. januar 2008 ble kommunene 1503 Kristiansund og 1556 Frei slått "
"sammen til ny kommune 1505 Kristiansund."

"1. januar 2006 ble kommunene 1569 Aure og 1572 Tustna slått sammen "
"til ny kommune 1576 Aure."

"1. januar 2006 ble kommunene 1569 Aure og 1572 Tustna slått sammen "
"til ny kommune 1576 Aure."

"1. januar 2006 ble kommunene 1569 Aure og 1572 Tustna slått sammen "
"til ny kommune 1576 Aure."

"Endret navn fra Skjørn i 1917."

"1. januar 2012 ble kommunene 1723 Mosvik og 1729 Indrøy slått sammen "
"til en ny kommune 1756 Inderøy."

"1. januar 2012 ble kommunene 1723 Mosvik og 1729 Indrøy slått sammen "
"til en ny kommune 1756 Inderøy."

"1. januar 2012 ble kommunene 1723 Mosvik og 1729 Indrøy slått sammen "
"til en ny kommune 1756 Inderøy."

"1. januar 2005 ble kommunene 1804 Bodø og 1842 Skjerstad slått sammen "
"til en kommune 1804 Bodø."

"Endret navn fra Stamnes i 1948."

"1. januar 2005 ble kommunene 1804 Bodø og 1842 Skjerstad slått sammen "
"til en kommune 1804 Bodø."

"1. januar 2013 ble kommunene 1901 Harstad og 1915 Bjarkøy slått "
"sammen til en ny kommune 1903 Harstad."

"1. januar 2013 ble kommunene 1901 Harstad og 1915 Bjarkøy slått "
"sammen til en ny kommune 1903 Harstad."

"1. januar 2013 ble kommunene 1901 Harstad og 1915 Bjarkøy slått "
"sammen til en ny kommune 1903 Harstad."

